project,table,variable,full_name,label,value_type,description,categories,categories_label
COVID19_Survey,adult_phase1,fh_gad_Group,COVID19_Survey.adult_phase1.fh_gad_Group,GAD 7  Total Score - Grouped,decimal,,1|2|3|4,None|Mild|Moderate|Severe
COVID19_Survey,adult_phase1,as_gp,COVID19_Survey.adult_phase1.as_gp,Your doctor (GP) or nurse,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_gp,COVID19_Survey.adult_phase1.as_acc_gp,Were you able to get an appointment with your GP or nurse?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_gp_mode,COVID19_Survey.adult_phase1.as_acc_gp_mode,Was the appointment with your GP or nurse in person or over the phone?,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_gp_satis,COVID19_Survey.adult_phase1.as_gp_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_111,COVID19_Survey.adult_phase1.as_111,NHS 111 by telephone or online,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_111,COVID19_Survey.adult_phase1.as_acc_111,"Were you able to speak to someone, or gain advice online through NHS 111?",decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_111_satis,COVID19_Survey.adult_phase1.as_111_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_ae,COVID19_Survey.adult_phase1.as_ae,Health emergency services (A&E),decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_ae,COVID19_Survey.adult_phase1.as_acc_ae,Were you able to access emergency care?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_ae_satis,COVID19_Survey.adult_phase1.as_ae_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_spec,COVID19_Survey.adult_phase1.as_spec,A specialist (consultant) doctor or specialist clinic (hospital outpatient) appo,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_spec,COVID19_Survey.adult_phase1.as_acc_spec,Were you able to access specialist support?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_spec_mode,COVID19_Survey.adult_phase1.as_acc_spec_mode,Was specialist support given in person or over the phone?,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_spec_satis,COVID19_Survey.adult_phase1.as_spec_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_mh,COVID19_Survey.adult_phase1.as_mh,Mental health services,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_mh,COVID19_Survey.adult_phase1.as_acc_mh,Were you able to access support from a mental health service?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_mh_mode,COVID19_Survey.adult_phase1.as_acc_mh_mode,Was mental health support given in person or over the phone?,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_mh_satis,COVID19_Survey.adult_phase1.as_mh_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_mdwife,COVID19_Survey.adult_phase1.as_mdwife,A midwife,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_mdwife,COVID19_Survey.adult_phase1.as_acc_mdwife,Were you able to access support from a midwife?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_mdwife_mode,COVID19_Survey.adult_phase1.as_acc_mdwife_mode,Did the midwife provide support in person or over the phone?,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_mdwife_satis,COVID19_Survey.adult_phase1.as_mdwife_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_hvsn,COVID19_Survey.adult_phase1.as_hvsn,A health visitor or school nurse,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_hvsn,COVID19_Survey.adult_phase1.as_acc_hvsn,Were you able to access support from a health visitor or school nurse?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_hvsn_mode,COVID19_Survey.adult_phase1.as_acc_hvsn_mode,Did the health visitor or school nurse provide support in person or over the pho,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_hvsn_satis,COVID19_Survey.adult_phase1.as_hvsn_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_ehss,COVID19_Survey.adult_phase1.as_ehss,Early Help or social services,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_ehss,COVID19_Survey.adult_phase1.as_acc_ehss,Were you able to access support from Early Help or social services?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_ehss_mode,COVID19_Survey.adult_phase1.as_acc_ehss_mode,Was support from Early Help or social services provided in person or over the ph,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_ehss_satis,COVID19_Survey.adult_phase1.as_ehss_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_pharm,COVID19_Survey.adult_phase1.as_pharm,Pharmacy services,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_pharm,COVID19_Survey.adult_phase1.as_acc_pharm,Were you able to access support from a pharmacy?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_pharm_mode,COVID19_Survey.adult_phase1.as_acc_pharm_mode,Was pharmacy support given in person or over the phone?,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_pharm_satis,COVID19_Survey.adult_phase1.as_pharm_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,as_othr,COVID19_Survey.adult_phase1.as_othr,Other services e.g. charity/volunteer support,decimal,,0|1,No|Yes
COVID19_Survey,adult_phase1,as_acc_othr,COVID19_Survey.adult_phase1.as_acc_othr,Were you able to access support from a charity or voluntary organisation?,decimal,,0|1|2,No|Yes|Havent tried
COVID19_Survey,adult_phase1,as_acc_othr_mode,COVID19_Survey.adult_phase1.as_acc_othr_mode,Did the charity or voluntary organisation provide support in person or over the,decimal,,1|2,In person|Phone
COVID19_Survey,adult_phase1,as_othr_satis,COVID19_Survey.adult_phase1.as_othr_satis,Did you receive the support you needed?,decimal,,0|1|2,No|Definitely|Mostly
COVID19_Survey,adult_phase1,fl_physact,COVID19_Survey.adult_phase1.fl_physact,How often do you currently do any kind of physical activity?,decimal,,1|2|3|4,Never|1 or 2 days a week|Most days|Every day
